NAME	B cell	T cell	ciliated columnar cell of tracheobronchial tree	classical monocyte	leukocyte	lung endothelial cell	myeloid cell	natural killer cell	stromal cell
Mgst2	1	62.3675721064582	1	1	1	1	1	1	1
Mical1	1	1	1	62.9256631687235	110.008605317271	1	47.4515543632039	1	1
Midn	1	1	1	1	40.6174829786503	19.4338144131635	23.1211192841458	1	1
Mier3	1	1	33.3262562730912	1	143.637718756972	1	56.5629637168632	1	50.699706160079
Mif4gd	344.261225056669	1	89.4338508533323	1	1	130.200358067744	304.700441980053	3.98562669183485	99.6990713510183
Minpp1	1	1	1	74.88713309393	1	1	1	1	1
Mir1931	1	71.6601827490351	1	1	1	1	1	1	1
Mir568	1	1	1	1	1	1	1	1	104.391385630792
Mkl1	1	45.1117283472274	1	1	1	1	49.3918656771672	1	1
Mkl2	1	1	110.336312554457	1	1	519.622291562881	1	1	1
Mknk1	1	1	1	35.4863498094341	110.994666897186	1	1	1	1
Mlf1	1	1	773.162982581516	1	1	1	1	1	1
Mllt10	228.337671694041	1	44.8009308455525	37.5362651641129	1	1	1	1	48.557602926548
Mllt3	1	54.8421651456819	1	1	1	1	1	43.9570264683063	1
Mlx	1	1	1	60.8339762593179	1	1	68.5116830450324	120.199915457522	1
Mmd	1	1	1	1	206.696849402236	1	1	180.394958763768	37.2900387327503
Mmgt2	1	1	1	1	1	1	1	119.903789901874	1
Mmp11	1	1	1	1	1	1	1	1	131.57071092524
Mmp14	1	1	1	1	1	1	1	1	329.374604100274
Mmp15	1	1	200.091376844355	1	1	1	1	1	1
Mmp19	1	1	1	40.8143315075715	1	1	1	1	118.823130736186
Mmp2	1	1	1	1	1	1	1	1	1291.25179626415
Mmp8	1	1	1	163.765752973687	436.581918186364	1	1	1	1
Mmp9	1	1	1	1	3620.10180428087	1	1	1	1
Mmrn1	1	1	1	1	1	984.249831678197	1	1	1
Mmrn2	1	1	1	1	1	290.188962647556	1	1	1
Mn1	1	1	1	1	1	1	1	1	207.991834211776
Mnda	1	1	1	123.886402147039	1	1	1	1	1
Mndal	310.015694119033	181.950406364174	1	97.8471752936906	1	22.6104104048988	19.2146494204286	50.7957364045019	1
Mns1	1	1	264.525938573914	1	1	1	1	1	1
Mob1a	1	53.874249817067	1	1	1	28.8020954229061	18.9104153946388	1	1
Mob3b	1	1	1	23.0318615725892	1	1	65.0824084891947	1	1
Mob3c	1	1	1	1	1	1	56.3256991190844	1	1
Morc3	360.040799488308	1	1	56.3942688734367	1	110.642086545005	74.1547065818071	97.2454101635854	1
Morn1	1	1	228.811962454812	1	1	1	1	1	1
Mpdu1	1	1	1	1	192.256261087836	1	54.4447187678497	1	73.5204264146944
Mpeg1	1	1	1	414.559861087921	372.036486556176	1	434.02567593902	1	1
Mphosph10	1	106.16110047103	1	1	1	1	91.8400370722983	1	41.1335454490723
Mphosph6	174.357115555548	1	1	1	1	84.9487685997903	18.4303877410611	1	34.9787240312849
Mpst	1	1	162.261148545358	1	1	1	1	1	1
Mpzl1	1	1	213.289208228868	1	1	1	1	1	164.336411861871
Mrc1	1	1	1	1	1	1	99.1465157469167	1	1
Mrc2	1	1	1	1	1	1	1	1	99.0126636899944
Mrm1	231.584942687156	422.529596056132	1	1	1	1	1	1	1
Mrp63	124.412617353887	1	65.4086206268084	68.4642815315779	1	1	78.1665095035243	32.256572413343	1
Mrpl12	1	759.284996376168	30.1145524974152	80.3699658715429	1	31.9092455419352	157.982082413722	211.931562568021	43.3943030929405
Mrpl15	1	72.7615226711044	43.4374378220869	1	1	1	70.7238157662808	173.706271984646	1
Mrpl16	1	1	1	56.3036066458805	1	1	1	1	1
Mrpl21	203.344784150465	27.7982128669233	1	70.6695202481378	1	28.7003637340535	22.9144758327449	22.4906021556709	1
Mrpl27	1	1	98.0620332900982	44.5229038712034	1	272.975637168072	1	1	32.4431741876015
Mrpl32	119.670838261329	50.4802985672428	1	45.416199008754	1	1	1	152.133470621659	1
Mrpl35	1	172.85091403594	31.288599300494	1	1	116.128900968006	1	1	36.6426700177833
Mrpl41	1	232.756248167789	1	1	1	44.8025219250218	52.4989439005152	167.226354473249	1
Mrpl44	1	71.973538377419	65.1431035803804	1	1	1	1	55.4561330653256	1
Mrpl46	1	80.5164293873503	1	1	1	1	128.553749131639	92.770322226656	1
Mrpl9	1	79.8501600601378	1	1	1	30.7179010472522	37.9861448435488	280.311278831677	24.4265883465765
Mrps10	1	1	1	1	1	1	45.0892453783269	1	1
Mrps11	82.6287569523387	1	1	1	1	1	180.806167650554	1	1
Mrps18b	1	1	1	1	1	1	98.3020143447768	1	1
Mrps25	170.127383896008	1	92.4954399422943	114.686174291774	1	1	117.618387987543	1	1
Mrps27	1	1	1	1	1	1	1	195.855714907281	1
Mrps30	1	1	1	1	1	1	1	92.1061181397149	162.29183930778
Mrps31	1	101.490165822294	1	1	1	1	1	1	35.6060437981774
Mrps34	49.8338159825946	98.0592671276114	1	66.3412336006463	1	1	1	1	1
Mrps36	1	1	31.6991430165141	58.3261770161301	1	1	1	1	1
Mrps5	1	1	1	1	1	1	1	68.3836521527518	171.755184011183
Mrps7	177.342885698674	1	26.5573909546374	55.5579511110152	1	67.9581428046744	1	1	80.5738003456658
Mrto4	1	1	1	1	1	1	37.4949755877838	1	1
Ms4a1	2981.24359320503	1	1	1	1	1	1	1	1
Ms4a4b	1	2041.88698704731	1	1	1	1	1	1756.74555839982	1
Ms4a4c	474.282481806899	1	1	1124.1945082333	1	1	239.701349699977	28.53015352396	1
Ms4a4d	1	1	1	1	1	1	1	1	707.965154143756
Ms4a6b	1	1265.7300315327	1	941.827051776974	1	1	51.0908496876089	336.47722903306	1
Ms4a6c	102.651259675529	1	1	1857.2768250044	1	1	207.343293901659	1	1
Ms4a6d	1	1	1	333.190741898967	1	1	59.1737255489135	1	1
Ms4a8a	1	1	1	120.319055491141	1	1	1	1	1
Mt1	1	1	856.99332616181	90.4174384860742	1	1	453.540216694403	1	429.960612856293
Mta3	317.50824666734	180.842611399181	71.3098427164291	71.7346578343813	1	1	47.3736326015547	59.139686804808	1
Mtap1b	1	1	567.491758008394	1	1	1	1	1	206.003202559082
Mtap1s	1	1	1	1	1	1	1	75.8776398688113	1
Mtcp1	1	1	1	1	1	129.599961315865	1	1	1
Mthfd1	1	91.6056390059006	50.4100668551336	1	1	1	1	1	1
Mthfd2	1	1	1	55.5087041398637	1	1	66.591203217151	1	1
Mthfs	137.850497960643	1	1	1	52.9904232926816	1	67.3111162387573	1	1
Mtif3	1	1	1	1	1	116.761500295972	1	1	18.1089985816663
Mtmr14	1	1	44.6677358754304	1	1	1	64.3154388071138	10.9965261670902	1
Mtpap	1	1	1	78.6459282642962	1	1	1	1	1
Mtus1	1	1	94.9815382893565	30.5821840715558	292.402732113316	140.185733949639	1	1	139.400489938173
Mtx1	1	1	1	103.262392290221	1	30.8044352653191	101.03426779245	1	1
Muc4	1	1	162.955756262436	1	1	1	1	1	1
Mum1	1	1	35.7021177207297	1	1	290.994834461018	37.7834905046298	1	88.7224072458084
Mvd	1	1	1	1	1	1	114.03054074938	1	1
Mxd1	1	61.950441578461	1	1	2395.50478031333	1	1	80.4387388409013	1
Mxra7	1	1	1	1	1	101.57011039632	1	1	184.694973138046
Mxra8	1	1	196.839073055283	1	1	583.208940798231	1	1	2784.23035455525
Myc	738.045719321322	1	1	62.757837046883	1	1	1	161.134531466799	1
Mycbp	1	1	389.476216721847	1	1	1	1	1	1
Mycbpap	1	1	196.666549187006	1	1	1	1	1	1
Myct1	1	1	1	1	1	429.067972897387	1	1	1
Myd88	1	1	1	309.257446921772	280.299148980843	1	82.7217540546943	47.8126574023316	92.4163508924772
Myh10	1	1	1	1	1	1	1	1	325.215014037697
Myh14	1	1	203.818264784949	1	1	1	1	1	1
Mylip	159.712899495872	1	1	1	1	1	1	230.145476375301	1
Mylk	1	1	1	1	1	101.24303031721	1	1	496.050916020618
Myo1b	1	1	55.0718241192434	1	1	1	1	1	243.537843419082
Myo1c	339.306249695764	1	1	52.5639186687131	1	130.026272620267	138.342594601812	1	33.6497913580914
Myo1f	1	1	1	417.839049555517	869.093205186936	1	194.054265702333	271.010290553752	1
Myo1g	141.919242603777	52.8569095501795	1	158.384075314352	1	1	205.254537976349	1	1
Myo5a	1	1	1	1	1	1	64.5909161712838	1	1
Myo5b	1	1	126.41133535173	1	1	1	1	1	1
Myo9b	1	1	1	1	119.10549837495	1	108.115623316001	1	1
Myof	1	1	1	1	1	1	27.1142201379744	1	128.540433120466
Myst1	1	201.36334005982	1	1	1	1	1	167.281036492247	24.2319912262355
Myzap	1	1	1	1	1	638.419488462497	1	1	1
N4bp2l1	1	70.0718107133473	1	78.8202598943668	1	1	90.9233498095899	1	1
Naa15	1	1	49.1069124228011	67.4294765774664	1	1	20.2175071707911	1	1
Naa16	1	1	1	66.6095937700871	1	1	1	1	1
Naa30	1	199.983066647516	1	1	1	1	1	1	1
Naa35	65.3057077421676	1	63.2489725675831	1	1	1	1	36.2253013157994	1
Naa40	1	1	1	1	1	1	50.3029474288857	1	1
Naaa	1	1	226.050651349061	634.52362108014	1	1	552.85500843302	1	293.542689819108
Nadk	110.755256391725	150.899113590288	48.0134340510549	241.512192595741	1375.2078400368	57.7129883329966	81.9864182763061	1	74.4757935746276
Nae1	38.805448190437	1	41.4952880759987	1	1	1	156.777592867695	77.355460720994	1
Nagpa	1	1	1	262.108966678625	1	126.220190360672	118.596136242431	1	72.1114087468076
Naip2	1	1	1	83.6489831904411	1	1	58.2928307583345	1	1
Nampt	1	1	1	98.2617172975423	1	1	62.3830582705454	1	172.983369731036
Napsa	1333.65953908322	1	1	1044.08943868367	83.9343515977006	1	903.645374294225	87.151270282402	1
Nbl1	1	1	113.74527493244	1	1	1	1	1	931.117016358079
Ncbp1	44.9660593990245	1	1	1	1	27.3089738579427	1	1	1
Ncbp2	1	130.525286515121	58.6290162993275	1	1	1	1	1	44.3506049725888
Ncf1	226.069711667589	1	1	100.758818368688	948.485598120709	1	160.753862754917	1	1
Ncf2	259.374397669604	1	1	819.2449645576	596.720527023792	1	178.75645146605	1	1
Ncf4	570.427684028802	98.3701558765035	1	469.688545926011	283.98247091584	1	256.488375504491	44.4102910899331	1
Nckap1	1	1	134.103535388394	1	1	157.327961851126	1	1	1
Nckap1l	145.351916680334	1	1	1	203.386774946823	1	196.676048308963	1	1
Ncoa7	1	1	1	1	1	1	72.1739183380085	1	1
Ncr1	1	1	1	1	1	1	1	2310.64839377396	1
Ncs1	1	1	361.688624575107	1	1	1	1	1	1
Ndel1	1	77.5429981312838	181.846996458519	124.784551894584	1462.40572295741	109.396159998338	92.622907025897	60.7201141096153	78.8359456737026
Ndn	1	1	1	1	1	1	1	1	103.440833601962
Ndnl2	1	1	88.2218757217327	69.3065504346377	1	1	124.683367309303	1	1
Ndrg1	1	1	1	1	203.88519948876	189.921381273717	1	1	53.3597765145089
Ndrg2	1	1	1	1	1	1	1	1	478.378570373373
Ndrg3	1	212.714768530571	1	1	1	1	1	194.753471230865	40.4184751952147
Ndufaf4	1	53.0847410714005	1	1	1	66.5785008191975	1	1	1
Nebl	1	1	43.6239348178709	1	1	1	1	1	148.507856368527
Nek1	1	1	177.147909690426	1	1	1	1	1	1
Nek5	1	1	278.714939763131	1	1	1	1	1	1
Nek6	1	1	1	1	1	1	63.9046611789334	1	1
Nes	1	1	1	1	1	184.291352544814	1	1	1
Net1	1	1	384.448460698966	1	1	1	66.9785544758076	1	1
Neu1	1	118.085822539817	1	137.82451680258	211.01549549364	1	1	1	43.16515485791
Nf1	1	1	1	1	1	1	70.4065393841417	1	82.7395784425838
Nfam1	1	1	1	195.249003742958	296.594517870912	1	104.780968389566	1	1
Nfatc3	68.3500009424522	1	1	1	1	1	1	1	1
Nfe2	1	1	1	228.569889005994	324.420465230004	1	1	1	1
Nfib	1	1	173.908429809965	1	1	378.226124794709	1	1	667.548432762739
Nfil3	1	1	113.353293522423	411.474706582607	861.273646621525	1	80.2231902442827	251.552588566307	192.054295295961
Nfkb1	1	1	1	123.623888078025	171.567256837427	61.1628215057052	200.936995853293	83.6400296621716	1
Nfkbid	1	1	1	1	127.944840739009	1	80.4260838360017	1	1
Nfkbie	99.4728317079092	93.6141557372999	1	1	1	1	116.980148084569	1	1
Nfkbiz	114.011247766757	1	1	88.3405749077259	1110.74993199755	68.7155958702964	169.803689512241	100.106020354661	464.419860596078
Nfyc	1	50.5300802506712	29.7151834775616	1	1	1	1	1	52.2908664286973
Ngly1	1	128.410726102275	83.4574466150787	1	1	1	1	164.803645688876	23.349564534088
Nhlrc2	1	1	16.0387460717932	1	1	286.016161682497	1	1	46.3933084879521
Nhsl2	1	1	1	85.6424245832101	1	1	1	1	1
Niacr1	1	1	1	1	949.156273037787	1	1	1	1
Nid1	1	1	1	1	1	130.417064328248	1	1	226.770928334402
Nif3l1	1	1	1	1	1	85.5476592309394	1	1	1
Ninj1	1	114.658457460139	1	210.216991382318	728.950232364661	201.135716917846	136.701940748941	178.601652904283	44.6264109440763
Nit1	1	129.660821670497	114.654233166741	1	1	1	1	1	1
Nkd1	1	1	1	1	1	433.149278023407	1	1	32.2799329942229
Nkg7	1	1080.05578390931	1	1	1	1	1	8389.51771636313	1
Nkiras2	1	1	1	31.2765989948329	1	1	1	1	1
Nkx2.1	1	1	215.763812031777	1	1	1	1	1	1
Nlrp3	1	1	1	1	120.561822773835	1	1	1	1
Nme3	1	85.6156394325382	1	33.4378495470485	1	1	213.008710957546	133.391112880926	1
Nme5	1	1	592.584584093918	1	1	1	1	1	1
Nme7	1	1	178.517099428001	1	1	1	1	1	1
Nmi	1	118.461700190931	1	28.9445622684046	1	78.4682580596212	1	208.115575908985	1
Nnmt	1	1	1	1	1	1	1	1	254.210583656486
Nod1	1	1	1	1	1	1	1	131.501059982555	1
Nol9	1	26.3587096231332	1	1	1	1	1	97.1707557644904	1
Nop16	1	1	1	119.542434610721	1	1	49.5478945117744	70.691112700615	1
Nop2	1	33.0294777297369	1	1	1	1	1	1	1
Nop58	1	110.218596564968	19.1656066133459	1	1	1	1	42.3163899604307	1
Nostrin	1	1	1	1	1	390.366956373283	329.716247713555	1	47.2288057368966
Nox4	1	1	1	1	1	1	1	1	279.491561554736
Npdc1	1	1	200.277365749765	1	1	235.348917256431	1	1	84.1482201950279
Npepl1	1	1	95.4868728829873	55.7717842652298	1	1	103.470857449344	1	1
Npl	1	1	117.652771618049	1	1	1	1	1	1
Npnt	1	1	1	1	1	1	1	1	1087.57074467817
Nr1d1	1	1	129.834132033581	1	1	52.592932431744	1	1	291.739380196383
Nr1h3	1	1	1	1	1	1	1	1	426.022859057652
Nr2f2	1	1	39.9452556028856	1	1	143.426585395236	1	1	615.240268317511
Nr4a2	1	1	1	38.026597990859	1	1	1	1	1
Nrip1	1	147.616421928071	1	1	1	85.8526294677287	37.4927396645024	1	39.548396438997
Nrm	440.633891037765	1	90.8825235815138	128.173899651558	1	183.685181322781	33.956715679784	36.3439955000947	1
Nrp1	1	1	1	116.64919057207	1	1400.31549330494	181.254161519553	1	437.710013532975
Nsf	1	144.844779179971	1	27.6925678037265	1	1	39.5656409124407	1	1
Nsg1	1	1	1	1	1	348.624159551624	1	1	41.323006876472
Nsg2	1	235.147077667479	1	1	1	1	1	1	1
Nsmaf	1	1	29.0685158610766	37.4245396134036	1	1	91.4281455860341	54.9658799868224	1
Nsun2	1	276.210845521523	50.2158067821427	1	1	1	90.3342579774993	131.500455158844	47.5358663939861
Nsun5	1	1	1	65.7009962272729	1	1	1	1	1
Nt5c3	1	102.817230569433	70.3220567532362	1	1	80.1733610650107	26.2074657467755	395.219356059595	1
Nt5c3l	1	1	1	1	1	1	1	106.96090967708	1
Nt5dc1	1	1	2.10185797999701	1	1	1	1	155.356257748304	1
Nt5dc2	1	1	1	1	1	1	1	1	296.693203044783
Ntn1	1	1	1	1	1	119.431637127984	1	1	1
Nubp1	216.880527346336	97.8848561839007	1	1	1	1	131.364147892008	78.1929578930987	1
Nucb2	1	1	1	1	1	68.1937441441901	154.430950173132	1	1
Nudt14	109.931122082665	86.8392349384055	359.8709184253	1	1	1	1	1	1
Nudt16	98.2072050811903	222.863215848151	16.1079483171446	1	1	1	152.922036190578	1	1
Nudt18	1	1	79.8082719963545	1	1	1	107.082343818652	60.6494407537112	1
Nudt21	50.7930258675939	1	21.0405072160458	41.230145431803	1	1	39.7320322442264	179.964202442527	1
Nudt4	1	1	357.577058072507	26.9787824118761	697.04357986361	199.043522231802	1	96.2492599894217	28.9670352614886
Nudt7	1	1	1	1	1	89.5193139246498	1	1	1
Nudt8	22.8148289837433	49.9863673571906	1	1	1	1	1	1	1
Numb	1	1	34.6533377393007	1	1	229.275321565723	1	1	18.4716674006243
Nup153	1	84.6771887984698	43.4600730288277	1	1	1	1	108.357987065198	1
Nup210	82.1524252160838	181.95239988102	1	1	1	1	117.068129199479	81.7465513291789	1
Nup214	65.4554546596466	26.2069110675617	1	1	1	1	1	1	1
Nup35	1	1	1	1	1	1	1	1	72.8224536445046
Nup50	1	80.9173981360065	24.3918478024842	1	1	1	1	103.138937186472	1
Nup85	1	1	1	1	1	1	86.7163099518272	1	1
Nupr1	1	1	220.364087601902	123.97498288307	1	1	1	1	247.253070498295
Nutf2	1	1	1	1	1	30.4712727682983	125.437069530556	1	1
Nxt1	1	1	1	86.825444163163	1	1	26.7907586759331	1	1
O3far1	1	1	305.83728670238	1	1	1	74.2206983021988	1	1
Oaf	1	1	1	1	1	1	1	1	86.2508558550605
Oas1a	1	1	1	257.372630700592	1	63.6380632056426	86.5903714978618	1	1
Oas2	1	1	1	60.6929705274859	1	1	1	1	1
Oas3	1	1	1	1	29.9042251274332	1	1	1	1
Oasl1	1	1	1	1	80.3773255692167	1	1	1	1
Oasl2	92.6859416642088	1	1	166.835252294758	103.649066712245	1	1	1	1
Oat	104.875583924373	1	118.075006475604	62.4749975222699	1	1	75.5424292441047	1	744.765548070109
Obfc1	1	1	1	44.3581203967533	1	1	73.0359925372453	1	1
Obfc2a	1	1	1	1	1	1	62.6785180049207	60.2830610799372	1
Odf2	1	1	229.563230734677	1	1	1	23.730873978588	1	1
Odf3b	1	1	427.524413794417	1	1	1	1	1	1
Ogfrl1	34.1140478462953	1	1	78.0446213967854	220.975921521225	1	126.563757361624	1	92.7384508204501
Ogn	1	1	1	1	1	1	1	1	1362.74395678734
Ola1	135.708271260057	1	1	1	1	58.026953153391	46.1684535458425	1	1
Olfm1	1	1	1	69.0591389317433	1	1	421.911261331579	11.0539289681197	41.8338777714786
Olfml1	1	1	1	1	1	1	1	1	281.992608412703
Olfml2b	1	1	1	1	1	1	1	1	287.343457844509
Olfml3	1	1	1	1	1	1	1	1	1796.79818080905
Oma1	1	1	1	1	1	16.6958376209194	1	66.0175488203031	1
Omd	1	1	1	1	1	1	1	1	83.7711308691615
Orai2	1	189.430045878192	57.8688948089746	1	1	1	78.6321503419371	1	1
Orc5	1	1	1	1	1	1	1	1	89.9046127879318
Ormdl1	1	199.138888862666	1	1	1	1	1	1	1
Ormdl2	1	65.1729115846879	102.336080932968	69.9667795643718	1	1	135.842818067319	1	1
Osbpl2	1	1	1	1	1	41.2660577411774	1	1	1
Osbpl3	1	1	21.4861021483392	1	1	1	1	282.57791619039	1
Osbpl6	1	1	300.755739772196	1	1	1	1	1	1
Osbpl8	1	1	1	1	1	136.124785199748	1	50.0200636368184	47.3141718019222
Oscp1	1	1	204.971493610795	1	1	1	1	1	1
Osm	1	1	1	423.372484733333	5078.67757538209	1	1	1	1
Osmr	1	1	1	1	1	1	1	1	93.1966040968222
Osr1	1	1	1	1	1	1	1	1	116.470002612673
Ostm1	1	1	1	83.0922587190649	1	45.8712533364908	1	135.870644530632	1
Otud7b	39.1814648051925	1	80.9861618665054	1	1	1	1	1	1
Oxa1l	1	1	1	68.0889016966945	109.048607518241	1	127.540442600418	171.94072227192	1
Oxr1	141.559069511003	64.020180729301	50.4159763645064	1	1	1	1	1	108.301115529346
P2ry10	317.301460172639	264.663426834754	1	1	1	1	87.7378891306772	28.191785557086	1
P2ry6	1	1	1	383.280196381965	1	1	183.258839898657	1	1
Pacrg	1	1	296.794467100181	1	1	1	1	1	1
Pacs1	129.987057821612	1	1	1	196.803703989566	10.1966341083648	1	1	1
Pacs2	1	1	1	1	1	1	52.1901437594284	1	1
Pacsin1	1	1	1	1	1	1	123.634186097608	1	1
Pacsin2	1	1	100.958131259614	1	1	520.581184748686	90.5873016874078	55.2319088393695	19.2987946556079
Padi2	1	1	1	1	55.3320442520155	1	1	59.433888926787	1
Padi4	1	1	1	1	168.915774202959	1	1	1	1
Pafah1b3	170.138595326986	1	55.6347150239486	1	1	1	118.554998727974	1	1
Pag1	1	1	1	1	97.6844035454342	1	1	1	1
Pak1	1	1	1	1	1	1	149.796279078738	1	1
Pak4	1	1	28.7473958529075	1	1	48.7329798346037	65.8344758065716	1	1
Palm	1	1	1	21.0426827691289	200.073513969369	62.7640770563076	1	1	94.0968766908246
Palmd	1	1	1	1	1	83.9212625462608	1	1	1
Pamr1	1	1	1	1	1	1	1	1	312.681868055963
Panx1	349.698542883109	1	1	110.366892904543	1	1	1	162.401434847232	1
Papd5	1	41.5022175316954	1	1	1	1	1	1	1
Paqr4	1	1	1	1	1	84.2729055597659	1	1	1
Paqr7	1	173.063786425403	278.157333494543	93.1217818415889	1	103.328478593398	1	1	1
Pard3b	1	1	1	1	1	1	1	1	70.4133182934489
Pard6g	1	1	1	1	1	175.402558186225	1	1	1
Parl	1	66.85056717509	109.48225657504	150.197959840954	1	1	82.7751082634151	1	1
Parp1	159.267159786287	1	48.1521526482772	1	1	1	88.8466899251169	1	1
Parp12	1	1	1	80.9602134390045	1	42.5933353711653	14.2966826708786	1	1
Parp14	1	1	1	100.999407894941	1	1	1	1	1
Parp2	1	1	1	1	1	1	57.1702580541404	1	1
Parp9	1	1	23.9131070818577	62.6652212052065	1	1	1	1	1
Pcdh1	1	1	1	1	1	518.961840580955	1	1	1
Pcdh17	1	1	1	1	1	47.6543276444476	1	1	1
Pck2	1	1	1	1	1	82.9269477591466	1	1	1
Pcnx	1	1	1	77.774866875365	1	1	1	1	1
Pcolce	1	1	75.4762348778318	1	1	1	1	1	831.062463246096
Pcolce2	1	1	1	1	1	121.620683927194	1	1	2047.30380799145
Pcp4l1	1	1	419.772538089812	1	1	221.677271309609	1	1	1
Pcsk5	1	1	1	1	1	1	1	1	119.704551569701
Pctp	410.084310172356	1	15.5243448102259	1	1	1	1	1	1
Pcyox1	1	1	30.9837749334582	1	1	1	1	1	159.142780841672
Pdcd2	90.126364753271	1	41.6235494864185	1	1	1	1	79.0459553005702	1
Pdcd2l	11.8007846286492	1	33.036993319598	202.844761319884	1	1	65.8050555717658	1	1
Pdcd7	1	1	1	1	1	21.0887102789662	156.73883532852	1	1
Pddc1	146.293025150525	162.703481641099	106.406669623143	1	1	1	1	1	46.4101084183566
Pde2a	1	1	1	1	1	1	1	93.9530502746289	1
Pde3b	1	25.4931836785953	1	1	1	1	1	94.1567058933489	1
Pde4d	1	1	1	1	1	1	1	1	77.4474604127919
Pde7a	28.0869922593157	1	1	1	1	1	31.7446403608735	77.1250758691076	1
Pde9a	1	1	1	1	1	105.822510883769	1	1	1
Pdgfb	1	1	1	1	1	119.814490990056	1	157.552387400236	1
Pdgfra	1	1	1	1	1	1	1	1	780.77517291121
Pdgfrb	1	1	1	1	1	1	1	1	98.6910908376461
Pdgfrl	1	1	1	1	1	1	1	1	104.363300422538
Pdia5	1	1	1	1	1	144.642885148954	39.8686572928547	1	1
Pdk1	1	129.465573649311	1	1	1	1	1	1	1
Pdk3	1	1	112.377339984033	1	1	1	89.8532688883678	1	1
Pdlim2	1	89.144183744585	1	1	204.119247493343	220.98686704889	1	8.36820743638597	504.070036393552
Pdlim7	1	1	1	1	158.26464306929	37.522944654043	1	1	78.7307457318565
Pdpk1	1	1	59.7833841356296	1	1	1	23.791677226568	105.105708641874	1
Pdrg1	1	173.362927572254	112.91665770183	1	1	1	1	54.122924311353	45.4728650202125
Pdxdc1	141.982833191644	1	18.2988811352795	1	1	1	1	1	67.6385233735571
Pdzd2	1	1	1	1	1	229.830766916062	1	1	41.9619740069622
Pdzd8	1	1	40.5167767229356	1	224.443551727725	128.837091200007	22.3901260551946	1	1
Pear1	1	1	1	1	1	129.424422688117	1	1	112.55841611319
Pecam1	62.7786898304293	153.760550228648	1	1	1	1605.0051263007	1	1	1
Pef1	1	1	135.734070830759	1	321.152192633367	78.4968738916801	88.3332521350702	46.1142900868685	138.839452903491
Peg13	1	1	1	1	1	55.0945547668669	69.5439990947974	1	1
Pelo	1	1	1	1	1	102.748001302625	1	1	1
Penk	1	1	1	1	1	1	1	1	391.007247251833
Pepd	260.617554836561	173.778507434686	336.272895314289	149.233069574032	1	1	271.816508530385	1	1
Per1	1	1	55.9696222666335	61.3524278639703	100.548663267405	1	45.4105168527183	1	67.3672753653266
Per3	1	1	318.201111825266	1	1	1	1	1	72.5387046963229
Perp	1	1	253.831634830632	1	1	1	1	1	1
Pex6	1	76.2141890947871	61.1531707310028	1	1	1	1	1	1
Pfdn2	109.978806796237	111.816031100939	53.0524046593134	17.9804836709357	1	1	38.8231721735866	1	1
Pfkfb4	1	1	1	139.645421126026	1	1	57.4013436361435	1	1
Pfn2	1	1	177.911095649983	1	1	1	1	1	1
Pgap2	1	1	1	140.618236049718	1	1	93.9826040774748	1	1
Pgcp	1	1	1	1	1	1	65.7499852769213	1	504.334635127574
Pgd	12.5940530662345	106.167522112716	101.493534970456	164.540476335542	738.619060940567	1	134.75997452202	1	1
Pglyrp1	107.361345810159	1	1	68.3002606009625	2148.42262367606	1	61.4443657446405	276.975496178025	1
Pgm3	1	1	1	1	1	1	1	1	97.4347249284583
Pgp	1	1	50.3059510311051	1	1	154.943323719379	1	1	1
Pgpep1	216.158183785751	1	58.3106287645338	1	1	1	1	1	1
Phactr1	1	1	1	1	1	291.306198589759	1	1	158.350738435734
Phactr3	1	1	1	1	1	1	1	156.14633197578	1
Phc3	1	1	31.4602627739835	1	158.868905622355	55.0115412844711	1	1	1
Phf1	1	1	128.446195351182	1	1	1	1	1	1
Phf10	1	1	1	131.693408659584	1	1	20.1888134998241	1	1
Phf11	1	1	1	108.210101955493	1	1	128.098993584389	1	1
Phf14	1	41.5977377720865	1	1	1	1	16.8684134804181	1	1
Phf20	1	1	1	1	1	1	114.120768653139	1	1
Phf23	1	1	27.2632995010231	1	1	1	1	85.5573211267448	21.3569353102316
Phf6	1	88.8962681835037	1	1	1	1	1	1	41.3789335680349
Phgdh	94.2613562426463	127.791302656581	1	1	1	1	1	261.529345301754	1
Phlda3	1	1	156.136675832998	1	1	534.019698469392	1	1	190.769064187062
Phldb2	1	1	39.4800164831396	1	1	271.293070701519	1	1	94.2279154428549
Phtf1	1	1	211.949343849471	1	1	1	1	1	1
Pi16	1	1	1	70.5038125983784	656.540907209603	1	1	1	581.03149239812
Picalm	1	1	1	59.0277975993649	255.39480681821	136.822054553326	103.15183444666	29.2999269047632	51.1960211144333
Pick1	1	1	131.690886199441	1	1	1	1	1	1
Pid1	1	1	1	261.375748623248	1	1	160.353644623778	1	424.424329840253
Pik3c2b	218.008973064486	1	58.7748762390392	1	1	1	1	1	1
Pik3c3	1	18.0844799207329	1	50.1369800961084	1	1	1	1	1
Pik3cg	1	1	1	1	1	1	49.1211857702378	1	1
Pik3r1	1	26.4336531717231	1	52.8416630226487	1	175.266555644299	56.5451881744229	505.393652787597	133.472395361033
Pik3r2	1	1	67.345113154941	1	1	1	51.5137884396459	1	1
Pikfyve	1	1	1	1	1	81.4973605969347	1	1	1
Pilra	1	1	1	198.966432865291	1242.19529822917	1	1	1	1
